sentence_split_ID,sentence_split_text
4_0ab97b89cd65c568e76be4df1f144f499684db4e720226844981f65a8f2d7167,room comfortable showed attention
5_0ab97b89cd65c568e76be4df1f144f499684db4e720226844981f65a8f2d7167,not hesitate stay
0_b7d312a86c46d5b8df5bb7b7322e733d2759fa25e1c5349d87291dc96d194a43,loved andra
1_b7d312a86c46d5b8df5bb7b7322e733d2759fa25e1c5349d87291dc96d194a43,visited andra stayed nights
2_b7d312a86c46d5b8df5bb7b7322e733d2759fa25e1c5349d87291dc96d194a43,wonderful hotel feel special moment checked
3_b7d312a86c46d5b8df5bb7b7322e733d2759fa25e1c5349d87291dc96d194a43,older couple enjoy quiet atmosphere
4_b7d312a86c46d5b8df5bb7b7322e733d2759fa25e1c5349d87291dc96d194a43,lobby restaurant animated problem smelled delicious
5_b7d312a86c46d5b8df5bb7b7322e733d2759fa25e1c5349d87291dc96d194a43,greet door desk
6_b7d312a86c46d5b8df5bb7b7322e733d2759fa25e1c5349d87291dc96d194a43,room small did not request large room
7_b7d312a86c46d5b8df5bb7b7322e733d2759fa25e1c5349d87291dc96d194a43,bathroom perfect super comfortable bathtub
8_b7d312a86c46d5b8df5bb7b7322e733d2759fa25e1c5349d87291dc96d194a43,bed bedding wonderful
9_b7d312a86c46d5b8df5bb7b7322e733d2759fa25e1c5349d87291dc96d194a43,website check pillows
10_b7d312a86c46d5b8df5bb7b7322e733d2759fa25e1c5349d87291dc96d194a43,andra clean
11_b7d312a86c46d5b8df5bb7b7322e733d2759fa25e1c5349d87291dc96d194a43,not lot reasonably priced restaurants sight andra blocks away large shopping mall
12_b7d312a86c46d5b8df5bb7b7322e733d2759fa25e1c5349d87291dc96d194a43,andra did n't mention asked dining
13_b7d312a86c46d5b8df5bb7b7322e733d2759fa25e1c5349d87291dc96d194a43,fine early dinner avoid dark
14_b7d312a86c46d5b8df5bb7b7322e733d2759fa25e1c5349d87291dc96d194a43,definitely return thank making visit happy
0_f7f8b8decbbbe6d062b4d92f003aea168477c530a2f34ec876656e19d4f78315,great boutique hotel stayed hotel andra business trip october 2007. walking distance convention center prime shopping seattle
1_f7f8b8decbbbe6d062b4d92f003aea168477c530a2f34ec876656e19d4f78315,hotel not directly serviced downtown airporter shuttle airport downtown hotels hotel immediately door warwick stop walk 1/2 block andra
2_f7f8b8decbbbe6d062b4d92f003aea168477c530a2f34ec876656e19d4f78315,lovely boutique hotel appears recently remodeled
3_f7f8b8decbbbe6d062b4d92f003aea168477c530a2f34ec876656e19d4f78315,modern lobby cozy fireplace
4_f7f8b8decbbbe6d062b4d92f003aea168477c530a2f34ec876656e19d4f78315,desk staff helpful friendly
5_f7f8b8decbbbe6d062b4d92f003aea168477c530a2f34ec876656e19d4f78315,room spacious 2 queen beds sitting area bar area
6_f7f8b8decbbbe6d062b4d92f003aea168477c530a2f34ec876656e19d4f78315,decor modern ikea-esque
7_f7f8b8decbbbe6d062b4d92f003aea168477c530a2f34ec876656e19d4f78315,view neighboring construction site unfortunately interestingly really heard annoying sounds construction
8_f7f8b8decbbbe6d062b4d92f003aea168477c530a2f34ec876656e19d4f78315,pretty small bathroom compared hotels nice
9_f7f8b8decbbbe6d062b4d92f003aea168477c530a2f34ec876656e19d4f78315,frette towels face stockholm bath products
10_f7f8b8decbbbe6d062b4d92f003aea168477c530a2f34ec876656e19d4f78315,small business center 2 computers printers free charge
11_f7f8b8decbbbe6d062b4d92f003aea168477c530a2f34ec876656e19d4f78315,did n't use gym ca n't comment
12_f7f8b8decbbbe6d062b4d92f003aea168477c530a2f34ec876656e19d4f78315,pay daily rate in-room wireless
13_f7f8b8decbbbe6d062b4d92f003aea168477c530a2f34ec876656e19d4f78315,lots great eating options walking distance
14_f7f8b8decbbbe6d062b4d92f003aea168477c530a2f34ec876656e19d4f78315,restaurant lobby lola amazing
15_f7f8b8decbbbe6d062b4d92f003aea168477c530a2f34ec876656e19d4f78315,tom douglas establishment mediterranean theme definitely lived hype
16_f7f8b8decbbbe6d062b4d92f003aea168477c530a2f34ec876656e19d4f78315,tom douglas restaurant street dahlia lounge amazing donuts menu dessert served warm marscarpone cheese green apple butter
17_f7f8b8decbbbe6d062b4d92f003aea168477c530a2f34ec876656e19d4f78315,amazing
18_f7f8b8decbbbe6d062b4d92f003aea168477c530a2f34ec876656e19d4f78315,adjacent dahlia bakery great cup morning coffee pastry
19_f7f8b8decbbbe6d062b4d92f003aea168477c530a2f34ec876656e19d4f78315,overall definitely stay visiting seattle
0_d9a6a7b5cfb804def9470841dc424ca243a3763befb0b506cc6894cd5baa42d3,pretty good funky nice property booked weekend luxury link included gift cards food restaurant downstairs champagne chocolate strawberries.the rooms nice
1_d9a6a7b5cfb804def9470841dc424ca243a3763befb0b506cc6894cd5baa42d3,quite spacious beautiful linens
2_d9a6a7b5cfb804def9470841dc424ca243a3763befb0b506cc6894cd5baa42d3,frette towels face stockholm toiletries
3_d9a6a7b5cfb804def9470841dc424ca243a3763befb0b506cc6894cd5baa42d3,gave 4* thought service ok not spectacular
4_d9a6a7b5cfb804def9470841dc424ca243a3763befb0b506cc6894cd5baa42d3,nothing wrong not particularly friendly helpful hotel costs 200 night.the restaurant downstairs good busy locals
5_d9a6a7b5cfb804def9470841dc424ca243a3763befb0b506cc6894cd5baa42d3,tom douglas pizza restaurant fabulous
6_d9a6a7b5cfb804def9470841dc424ca243a3763befb0b506cc6894cd5baa42d3,block 2 away
7_d9a6a7b5cfb804def9470841dc424ca243a3763befb0b506cc6894cd5baa42d3,im not sure open stayed andra subsequently visited restaurant great easy walk central shopping area 5 blocks pike place market
8_d9a6a7b5cfb804def9470841dc424ca243a3763befb0b506cc6894cd5baa42d3,walked seahawks game
9_d9a6a7b5cfb804def9470841dc424ca243a3763befb0b506cc6894cd5baa42d3,block 2 felt bit uneasy dark homeless people doorways fine
10_d9a6a7b5cfb804def9470841dc424ca243a3763befb0b506cc6894cd5baa42d3,probably n't walk female
11_d9a6a7b5cfb804def9470841dc424ca243a3763befb0b506cc6894cd5baa42d3,nice weekend lovely intimate hotel
0_6160f63ed5e74189be865fa19f67f42eec253a3711c87b29ac41c99f92158a3f,nice hotel nice location stayed hotel andra night quick stop seattle start family vacation
1_6160f63ed5e74189be865fa19f67f42eec253a3711c87b29ac41c99f92158a3f,nice clean hotel exceptional service
2_6160f63ed5e74189be865fa19f67f42eec253a3711c87b29ac41c99f92158a3f,rooms bed comfortable exception airconditioning bit noisy
3_6160f63ed5e74189be865fa19f67f42eec253a3711c87b29ac41c99f92158a3f,bathroom small clean
4_6160f63ed5e74189be865fa19f67f42eec253a3711c87b29ac41c99f92158a3f,stay travelling kids longer stay definately rooms
0_24100c737d7f9b9db327d08cdbb235d52a8ca66f659838fb7aeac9a20615a652,great hotel avoid t-mobile hotspot hotel great stayed
1_24100c737d7f9b9db327d08cdbb235d52a8ca66f659838fb7aeac9a20615a652,friendly staff great location rooms really nice large
2_24100c737d7f9b9db327d08cdbb235d52a8ca66f659838fb7aeac9a20615a652,downside t-mobile hotspot drastically overcharged acted like doing favor rebating 1/2 overcharged pay double
3_24100c737d7f9b9db327d08cdbb235d52a8ca66f659838fb7aeac9a20615a652,advice use wired internet hotel run hotel not t-mobile
0_5cd18a40fafc14c22958cd5b7a470fbd899a3966ebf45535fbcae5e8c7f663f8,fine hotel pretty good best thing size rooms really spacious separate large closet area kitchenette area
1_5cd18a40fafc14c22958cd5b7a470fbd899a3966ebf45535fbcae5e8c7f663f8,right heart downtown walk pretty centre/capitol hill
2_5cd18a40fafc14c22958cd5b7a470fbd899a3966ebf45535fbcae5e8c7f663f8,reception staff little bit snippish nothing bad
3_5cd18a40fafc14c22958cd5b7a470fbd899a3966ebf45535fbcae5e8c7f663f8,hotel restaurant ca n't remember right lobby served good breakfast staff v friendly helpful
4_5cd18a40fafc14c22958cd5b7a470fbd899a3966ebf45535fbcae5e8c7f663f8,experience good
0_87fd8f1d69696619acb32fb8d36d0c700d61f68257994b73d02fe25462fcb064,comfortable great personal service hotel lovely oasis peace calm
1_87fd8f1d69696619acb32fb8d36d0c700d61f68257994b73d02fe25462fcb064,service competent not overbearing
2_87fd8f1d69696619acb32fb8d36d0c700d61f68257994b73d02fe25462fcb064,upgraded suite n't know loved having extra sitting room
3_87fd8f1d69696619acb32fb8d36d0c700d61f68257994b73d02fe25462fcb064,decor uncluttered warm inviting bathroom actually place stuff
4_87fd8f1d69696619acb32fb8d36d0c700d61f68257994b73d02fe25462fcb064,sunday morning lobby inviting fireplace burning lovely ambience spite modern/industrial decor
0_991fa8841da7e69fef0662d07a2f99478cf4ea287b023301359ede3c77460a0e,excellent stay great hotel great staff stayed hotel andra 4 nights negative point noisy a/c unit
1_991fa8841da7e69fef0662d07a2f99478cf4ea287b023301359ede3c77460a0e,rest terrific great room great staff especialy valet/doormen
2_991fa8841da7e69fef0662d07a2f99478cf4ea287b023301359ede3c77460a0e,n't forget eat lola
3_991fa8841da7e69fef0662d07a2f99478cf4ea287b023301359ede3c77460a0e,not food exceptional service flawless
0_b5a047826e365aa9e97b01b0e225ab7ac3c0a1d86217bae1b907edb14e54d67f,great location just far away crowds waterfront close walk great restaurants local attractions
1_b5a047826e365aa9e97b01b0e225ab7ac3c0a1d86217bae1b907edb14e54d67f,time booking rooms 2 queen beds available
2_b5a047826e365aa9e97b01b0e225ab7ac3c0a1d86217bae1b907edb14e54d67f,arrival asked king room
3_b5a047826e365aa9e97b01b0e225ab7ac3c0a1d86217bae1b907edb14e54d67f,upgraded accommodate bed type
4_b5a047826e365aa9e97b01b0e225ab7ac3c0a1d86217bae1b907edb14e54d67f,rooms spacious small bathrooms okay area getting dressed drying hair
5_b5a047826e365aa9e97b01b0e225ab7ac3c0a1d86217bae1b907edb14e54d67f,stayed 2 nights booked night return trip
6_b5a047826e365aa9e97b01b0e225ab7ac3c0a1d86217bae1b907edb14e54d67f,received upgrade
7_b5a047826e365aa9e97b01b0e225ab7ac3c0a1d86217bae1b907edb14e54d67f,staff helpful onsite restaurants good
0_1ded2070e90aa6c8e305d306a5acfad02eb15c6c1ef683e7896bb90e46ad7c5d,comfortable stay hotel andra just returned home business trip ended nights hotel andra
1_1ded2070e90aa6c8e305d306a5acfad02eb15c6c1ef683e7896bb90e46ad7c5d,booked andra suite just right size
2_1ded2070e90aa6c8e305d306a5acfad02eb15c6c1ef683e7896bb90e46ad7c5d,loved walk closet nice bags flipped open room
3_1ded2070e90aa6c8e305d306a5acfad02eb15c6c1ef683e7896bb90e46ad7c5d,couch super comfy watching tv end day
4_1ded2070e90aa6c8e305d306a5acfad02eb15c6c1ef683e7896bb90e46ad7c5d,touches liked length dressing mirror ca n't beat comfortable bed
5_1ded2070e90aa6c8e305d306a5acfad02eb15c6c1ef683e7896bb90e46ad7c5d,bathroom tiny despite modern upgrades dated water shower got hot prefer
6_1ded2070e90aa6c8e305d306a5acfad02eb15c6c1ef683e7896bb90e46ad7c5d,not missed restaurant downstairs
7_1ded2070e90aa6c8e305d306a5acfad02eb15c6c1ef683e7896bb90e46ad7c5d,ate 3 times delicious especially order donuts mascarpone cheese
8_1ded2070e90aa6c8e305d306a5acfad02eb15c6c1ef683e7896bb90e46ad7c5d,bar makes great drinks
0_d3cbd7b80802549a3334cf34716c6fd8bbce8e977c9bf93868e0004e67a6fb10,good service great beds over-priced stayed hotel andra nights
1_d3cbd7b80802549a3334cf34716c6fd8bbce8e977c9bf93868e0004e67a6fb10,staff helpful stay
2_d3cbd7b80802549a3334cf34716c6fd8bbce8e977c9bf93868e0004e67a6fb10,place beautifully decorated rooms average size
3_d3cbd7b80802549a3334cf34716c6fd8bbce8e977c9bf93868e0004e67a6fb10,place quite clean
4_d3cbd7b80802549a3334cf34716c6fd8bbce8e977c9bf93868e0004e67a6fb10,bed wonderful
5_d3cbd7b80802549a3334cf34716c6fd8bbce8e977c9bf93868e0004e67a6fb10,usually terrible night sleep hotel great sleep nights row
6_d3cbd7b80802549a3334cf34716c6fd8bbce8e977c9bf93868e0004e67a6fb10,did not hotel noisy husband did
7_d3cbd7b80802549a3334cf34716c6fd8bbce8e977c9bf93868e0004e67a6fb10,did hotel bit priced got
8_d3cbd7b80802549a3334cf34716c6fd8bbce8e977c9bf93868e0004e67a6fb10,billed small luxury hotel really did n't different decor
9_d3cbd7b80802549a3334cf34716c6fd8bbce8e977c9bf93868e0004e67a6fb10,location great walked hotel
10_d3cbd7b80802549a3334cf34716c6fd8bbce8e977c9bf93868e0004e67a6fb10,breakfast lola adjoining restaurant excellent
11_d3cbd7b80802549a3334cf34716c6fd8bbce8e977c9bf93868e0004e67a6fb10,doughnuts
12_d3cbd7b80802549a3334cf34716c6fd8bbce8e977c9bf93868e0004e67a6fb10,raving
13_d3cbd7b80802549a3334cf34716c6fd8bbce8e977c9bf93868e0004e67a6fb10,overall enjoyed stay time stay expensive
0_a37d0af82dbbc4f506e2f31d39e88beeb5bb6f47390e23318c66f8effb69ca21,poor service good reviews andra gets makes wonder stayed place.my wife spent nights honeymoon seattle andra
1_a37d0af82dbbc4f506e2f31d39e88beeb5bb6f47390e23318c66f8effb69ca21,wish days trip did n't anti-climax.having read previous bad review hotel contacted andra advance reserve room high floor away elevators soundproofing non-existent.what room did
2_a37d0af82dbbc4f506e2f31d39e88beeb5bb6f47390e23318c66f8effb69ca21,lower floor opposite elevator
3_a37d0af82dbbc4f506e2f31d39e88beeb5bb6f47390e23318c66f8effb69ca21,willing away elevator floor.our package included champagne truffles arrival
4_a37d0af82dbbc4f506e2f31d39e88beeb5bb6f47390e23318c66f8effb69ca21,truffles did n't arrive final night complaints desk.i handed item clothing laundered
5_a37d0af82dbbc4f506e2f31d39e88beeb5bb6f47390e23318c66f8effb69ca21,came ruined.overall andra great looking hotel marks poor service.the saving grace adjacent lola restaurant serves great food
0_b8a130ae2a71494018980788d13001d086fce767f274bba6d42cd275a261f786,glad chose andra truly minute booking morning day arrived san francisco portland
1_b8a130ae2a71494018980788d13001d086fce767f274bba6d42cd275a261f786,stayed night traveling victoria bc andra charming worthy praise gotten
2_b8a130ae2a71494018980788d13001d086fce767f274bba6d42cd275a261f786,valet/door attendant little slow service door haphazard day desk friendly helpful not
3_b8a130ae2a71494018980788d13001d086fce767f274bba6d42cd275a261f786,did great seattle map given tourists questions things located
4_b8a130ae2a71494018980788d13001d086fce767f274bba6d42cd275a261f786,decor comfortable touches nyc chic.we got studio king bed couch far end large room sliver puget sound window room reminded nyc high end studio apartment modern spotlessly clean right fantastic frette linens bed outstandingly comfortable tiny nicely appointed bathroom
5_b8a130ae2a71494018980788d13001d086fce767f274bba6d42cd275a261f786,bathroom really tiny no place store hold toiletries important great soaps toiletries bedroom tv terrific sized flat screen view bed couch
6_b8a130ae2a71494018980788d13001d086fce767f274bba6d42cd275a261f786,did n't eat bar restaurant nightlife definitely evident ate anthony waterfront night great definitely try hotel restaurant time.so close downtown area quick walk seaport shopping n't think reason not return time
0_06fc81c4a7c3197c498c2903fb59588f60fe06173f94865809e8cd4177fd0968,not world class hotel chose hotel trip girlfriend listed small luxury hotels world registry
1_06fc81c4a7c3197c498c2903fb59588f60fe06173f94865809e8cd4177fd0968,disappointed hotels listed slhw perfect way hotel andra truly average
2_06fc81c4a7c3197c498c2903fb59588f60fe06173f94865809e8cd4177fd0968,fine average
3_06fc81c4a7c3197c498c2903fb59588f60fe06173f94865809e8cd4177fd0968,stayed 5 nights
4_06fc81c4a7c3197c498c2903fb59588f60fe06173f94865809e8cd4177fd0968,rooms fine not luxurious
5_06fc81c4a7c3197c498c2903fb59588f60fe06173f94865809e8cd4177fd0968,bathroom tiny
6_06fc81c4a7c3197c498c2903fb59588f60fe06173f94865809e8cd4177fd0968,problems no works age 25. really need seasoned professional concierge knows doing
7_06fc81c4a7c3197c498c2903fb59588f60fe06173f94865809e8cd4177fd0968,just example check early morning departure pay reasonable hefty 5 nights turning away ask desk clerk map airport
8_06fc81c4a7c3197c498c2903fb59588f60fe06173f94865809e8cd4177fd0968,proceeds argue need map easy airport downtown seattle
9_06fc81c4a7c3197c498c2903fb59588f60fe06173f94865809e8cd4177fd0968,finally says guess print mapquest
10_06fc81c4a7c3197c498c2903fb59588f60fe06173f94865809e8cd4177fd0968,no-brainer
0_25d9af0c64fef9c0a67db2c5bc8517fc76985b938a69e935bb635424730f536c,super place stay
1_25d9af0c64fef9c0a67db2c5bc8517fc76985b938a69e935bb635424730f536c,treat book andra business trip
2_25d9af0c64fef9c0a67db2c5bc8517fc76985b938a69e935bb635424730f536c,spell bad luck finding good hotels recent previous trips pleasure stay spacious clean quiet hotel friendly professional staff
3_25d9af0c64fef9c0a67db2c5bc8517fc76985b938a69e935bb635424730f536c,especially liked wonderfully comfortable bed cool bathroom
4_25d9af0c64fef9c0a67db2c5bc8517fc76985b938a69e935bb635424730f536c,guys manning door helpful cute
5_25d9af0c64fef9c0a67db2c5bc8517fc76985b938a69e935bb635424730f536c,loved modern decor interior
6_25d9af0c64fef9c0a67db2c5bc8517fc76985b938a69e935bb635424730f536c,pleased hotel centrally located shopping dinning seattle downtown district waterfront
7_25d9af0c64fef9c0a67db2c5bc8517fc76985b938a69e935bb635424730f536c,picky clean freak likes nice things fully recommend andra hesitation
0_f8961052d7dd3eef14b19022075d3ac5b47e45ff80b87600611bfd3bde3d21e7,seattle gem
1_f8961052d7dd3eef14b19022075d3ac5b47e45ff80b87600611bfd3bde3d21e7,great updated historic hotel great hotel great location
2_f8961052d7dd3eef14b19022075d3ac5b47e45ff80b87600611bfd3bde3d21e7,walk pike market space needle monorail waterfront shopping bars restaurants no time flat
3_f8961052d7dd3eef14b19022075d3ac5b47e45ff80b87600611bfd3bde3d21e7,hotel does not amenities luxury hotels in-house spa pool lot character style old luxury hotels like drake chicago
4_f8961052d7dd3eef14b19022075d3ac5b47e45ff80b87600611bfd3bde3d21e7,unlike reviews hotel staff extremely friendly helpful maybe management responded negative feedback
5_f8961052d7dd3eef14b19022075d3ac5b47e45ff80b87600611bfd3bde3d21e7,complaints street noise weekday commute hours windows need better insulation room keys kept demagnetizing
6_f8961052d7dd3eef14b19022075d3ac5b47e45ff80b87600611bfd3bde3d21e7,suite spacious comfortable
